statement_id,text,text_en,conclusions,author
762,Die Bilder von quallvoll verendeten Tieren sollte jeder schon einmal gesehen haben,Everyone should have seen the pictures of jellyfish dead animals,366(+),upekiuser_3711
763,Auch dies ist eine bekannte Tatsache auch in den größsten Tiefen konnte Plastik nachgewiesen werden,"This is also a well-known fact, even at the greatest depths plastic could be detected",370(+),upekiuser_3711
764,Laut vieler Studien ist ein großer Teil von Plastik für viele gesundheitliche Probleme bei Menschen verantwortlich,"According to many studies, a large part of plastic is responsible for many health problems in humans","374(+),386(+)",upekiuser_3711
765,Während der Pandemie sollte man das Verbot von Plastikverpackungen überdenken,The ban on plastic packaging should be reconsidered during the pandemic,389(+),upekiuser_4693
766,für papiertuten baüme gefallt werden ,for paper bags trees to be felled,387(+),upekiuser_1781
767,sinnlos Gurken zu folieren,senselessly wrapping cucumbers,363(+),upekiuser_959
768,"Die giftigen Stoffe in Plastik schaden Leber und Nieren, stören biologische Funktionen und verursachen Krebs","The toxic substances in plastic damage the liver and kidneys, disrupt biological functions and cause cancer",363(+),upekiuser_3640
769,Die Zerfallsrate von Plastik liegt bei 350-400 Jahren,The decay rate of plastic is 350-400 years,363(+),upekiuser_3640
770,Ein Quadratkilometer Meerwasser beinhaltet bereits jetzt ca. 18.000 Plastikteile,"One square kilometer of sea water already contains around 18,000 plastic parts",363(+),upekiuser_3640
771,Stimm! Bio Gurken in Plastik machen keinen Sinn. Obst und Gemüse kann man zu Hause abwaschen,Voice! Organic cucumbers in plastic don't make sense. You can wash fruits and vegetables at home,379(+),upekiuser_3407
772,Wissenschaftlich nach gewiesen,Scientifically proven,368(-),upekiuser_1853
773,Wei das Argument der Realität entspricht,Because the argument corresponds to reality,366(+),upekiuser_1709
774,Tiere zu qäulen,To torment animals,363(+),upekiuser_1502
775,Umweltschutz hört nicht hinter Deutschland auf. Es bringt nicht viel wenn nicht alle Länder mit machen,Environmental protection does not stop behind Germany. It doesn't do much if not all countries contribute,384(-),upekiuser_5039
776,Plastiktüten reißen schnell,Plastic bags tear quickly,363(+),upekiuser_3437
777,Plastiktaschen können nicht oft wiederverwendet werden,Plastic bags cannot be reused often,363(+),upekiuser_3437
778,Vermutlich ist das so,Presumably it is,"373(+),374(+)",upekiuser_3437
779,Ist bekannt (Meer),Is known (sea),367(+),upekiuser_3437
780,Ist halt so,Is just the way,380(+),upekiuser_3437
781,"Obst als lose Ware verkauft sollte um vieles günstiger sein als in Kunststoff verpacktes Obst, dann würde sich das vielleicht selbst regeln mit der Kunststoff-Abfallvermeidung","Fruit sold as loose goods should be a lot cheaper than fruit packed in plastic, then maybe that would take care of itself with plastic waste avoidance",392(-),upekiuser_3533
782,War mir neu aber klingt logisch,Was new to me but sounds logical,"376(+),348(+)",upekiuser_3437
783,Erfahrungswerte,Empirical values,"776(+),777(+)",upekiuser_3437
784,Bin mir unsicher aufgrund der Entsorgung durch den grünen Punkt (gelber Sack),I'm unsure about the disposal through the green dot (yellow bag),372(+),upekiuser_3437
785,"Papierverpackungen verbleiben weniger lang in der Umwelt bestehen und sind rückstandsfreier abbaubar, wenn umweltschonend produziert",Paper packaging does not stay in the environment as long and is more readily degradable if it is produced in an environmentally friendly manner,363(+),upekiuser_1112
786,Andere Verpackungen können genauso gut gekennzeichnet werden,Other packaging can be labeled just as well,391(-),upekiuser_1112
787,Das können alternative Verpackungen auch,Alternative packaging can do that too,"392(-),324(+)",upekiuser_1112
788,Stellt man die Produktion auf alternative Verpackungsarten um können diese Arbeitsplätze erhalten werden,"If you switch production to alternative types of packaging, these jobs can be preserved",386(-),upekiuser_1112
789,"Je mehr Plastik es gibt, desto mehr Müll, Verschmutzung, Tierleid und am Ende Menschenleid wird es geben","The more plastic there is, the more garbage, pollution, animal suffering and ultimately human suffering there will be",363(+),upekiuser_2459
790,Weil das Argument der Realität entspricht,Because the argument corresponds to reality,368(-),upekiuser_860
791,schadet der Gesundheit,bad for your health,706(-),upekiuser_2453
792,lose waren in tüten verpacken,packing loose goods in bags,363(-),upekiuser_2337
793,"was einmal als super gestartet ist, entpuppt sich nun als extrem gesundheitsgefährdend",What once started as great is now turning out to be extremely hazardous to health,368(-),upekiuser_1203
794,"Es wird vermieden, dass jeder die Waren anfasst",It is avoided that everyone touches the goods,385(+),upekiuser_1497
795,"jeder der seinen Abfall einfach in die Umwelt schmeißt sollte eine hohe Strafe bezahlen, Arbeitsplätze für Kontrolleure schaffen","anyone who simply throws their waste into the environment should pay a heavy fine, create jobs for inspectors",363(-),upekiuser_1076
796,Obst und Gemüse sollte wegen des Transportes und Lagerung sowie der chemischen Behandlung generell gewaschen werden,"Fruit and vegetables should generally be washed because of their transport, storage and chemical treatment",589(+),upekiuser_1085
797,"die Natur kann Plastik nicht zersetzen, Plastik bleibt fast ewig erhalten und gibt gleichzeitig schädigende Stoffe von sich ab, im Gegensatz z.B. zu Glas","Nature cannot decompose plastic, plastic is preserved almost forever and at the same time releases harmful substances, in contrast to e.g. to glass",373(-),upekiuser_1076
798,"hält länger frisch, das Absetzen von Bakterien auf Obst wird minimiert","keeps fresher longer, bacteria settling on fruit is minimized",385(+),upekiuser_1076
799,Tiere müssen oft qualvoll daran sterben,Animals often have to die in agony from it,367(+),upekiuser_3713
800,Es gibt genug Alternativen,There are enough alternatives,363(+),upekiuser_4420
801,"die Natur kann Plastik nicht zersetzen, Plastik bleibt fast ewig erhalten und gibt gleichzeitig schädigende Stoffe von sich ab","Nature cannot decompose plastic, plastic is preserved almost forever and at the same time gives off harmful substances",387(-),upekiuser_3387
802,"Obst und Gemüse muss ich je nach Sorte sowieso gründlich waschen, schälen, kochen","Depending on the variety, I have to wash, peel, and cook fruit and vegetables anyway",379(+),upekiuser_891
803,"Ich kaufe nur noch offenes Obst und Gemüse und konnte noch keinen Unterschied in Punkto Haltbarkeit feststellen, auf die richtige Lagerung kommt es an","I only buy open fruit and vegetables and have not yet been able to determine any difference in terms of shelf life, it depends on correct storage",802(+),upekiuser_891
804,es ist egal wie schädlicher es ist wie andere verpackungen,It doesn't matter how harmful it is like other packaging,382(-),upekiuser_3538
805,"Es gibt in jedem Haushalt Alternativen, wie einfache Stoffbeutel","There are alternatives in every household, such as simple cloth bags",363(+),upekiuser_4416
806,Die Langzeiteffekte lassen sich nur erahnen,The long-term effects can only be guessed at,"368(+),324(+)",upekiuser_4416
807,"Die Fakten zur Schädlichkeit liegen längst vor, diese ist Gravierend","The facts about harmfulness have long been available, this is serious",382(-),upekiuser_820
808,Sicherer Transport,Safe transportation,390(+),upekiuser_5013
809,Hersteller sollten aufgefordert werden andere Verpackungen zu benutzen,Manufacturers should be asked to use other packaging,363(+),upekiuser_1876
810,zu oberflächlich und bequem,too superficial and convenient,382(-),upekiuser_1990
811,"Gerade wenn Obst sehr reif ist, kann Saft durch Papier/Pappverpackungen austreten und den Einkaufsbeutel oder Obstschalen bzw. Kühlschrank verschmutzen","Especially when fruit is very ripe, juice can leak through paper/cardboard packaging and contaminate the shopping bag or fruit bowl or refrigerator",392(+),upekiuser_1447
812,Wenn man Plastik richtig entsorg kann es recycelt werden,"If you dispose of plastic properly, it can be recycled",363(-),upekiuser_2804
813,Plastikverpackungen sind nicht notwendig,Plastic packaging is not necessary,363(+),upekiuser_5365
814,Da es meist nicht richtig getrennt und entsorgt wird und es sich nicht wirklich von alleine zersetzt,Since it is usually not properly separated and disposed of and it does not really decompose on its own,368(+),upekiuser_2804
815,Das Obst/Gemüse wird ohnehin gewaschen,The fruit/vegetables are washed anyway,813(+),upekiuser_5365
816,Doch und es gibt dazu schon mannigfache Studien über den schaden von Plastik in der Umwelt gegenüber anderen Verpackungsmaterial Materialien,But there are already numerous studies on the harm of plastic in the environment compared to other packaging materials,382(-),upekiuser_2804
817,"Obst &amp;amp; Gemüse hat schon eine natürliche Verpackung. Findet man es unhygienisch die Produkte so zu verzehren, kann man sie abwaschen oder die Schale entfernen","Fruit &amp; Vegetables already have natural packaging. If you find it unsanitary to consume the products in this way, you can wash them off or remove the shell",379(+),upekiuser_2804
818,"Der Gleichgültigkeit, Bequemlichkeit und Unbedarftheit der Konsumenten kann nur noch ein generelles Verbot entgegenwirken","The indifference, convenience and indifference of consumers can only be counteracted by a general ban",363(+),upekiuser_5367
819,"Die Lebensmittel sind durch ihre Schale bereits natürlich &quot;verpackt&quot; und werden vor Verzehr ohnehin gewaschen (bzw. ggf. geschält, verarbeitet, gekocht usw.)","The food is already naturally &quot;packed&quot; and are washed (or, if necessary, peeled, processed, boiled, etc.) before consumption.",363(+),upekiuser_5367
820,"die (Umwelt-)Schädlichkeit von Plastik + Nebenprodukten ist derweil alles andere als unklar – und selbst wenn, empfiehlt es sich vorsorglich z. B. keinen Abflussreiniger zu trinken, bis die Schädlichkeit erwiesen ist","The (environmental) harmfulness of plastic + by-products is now anything but unclear - and even if it is, it is recommended as a precaution, e.g. B. not to drink drain cleaner until it is proven to be harmful",382(-),upekiuser_5367
821,"Auf den Punkt argumentiert, das Plastik die giftigen Inhaltsstoffe an den Inhalt abgibt und man somit unmittelbar betroffen ist",To the point argued that plastic releases the toxic ingredients into the content and one is thus directly affected,378(+),upekiuser_5367
822,"Es ist dringend notwendig, dass in den Weltmeeren keine Plastikteile mehr gelangen",It is urgent that no more plastic parts get into the oceans,363(+),upekiuser_2086
823,gibt genug beweise dass es so ist,there is enough evidence that it is so,366(+),upekiuser_2588
824,"Auch in anderen Bereichen außerhalb von Plastikverpackungen von Obst und Gemüse fallen große Mengen Plastikmüll an, die die Arbeitsplätze erhalten können. Außerdem sollte die Recyclingrate erhöht werden, um die Umwelt zu schonen und Arbeitsplätze zu erhalten","In other areas as well, outside of the plastic packaging for fruit and vegetables, large amounts of plastic waste are generated, which can preserve jobs. In addition, the recycling rate should be increased in order to protect the environment and preserve jobs",386(-),upekiuser_1014
825,Ziemlich weit hergeholt,Pretty far fetched,370(-),upekiuser_4896
826,"Aus Plastik können sich Stoffe lösen, die in Grundwasser und Umwelt eindringen und Mensch und Tier schaden",Substances can be released from plastic that penetrate the groundwater and the environment and harm people and animals,"363(+),324(+)",upekiuser_5012
827,"Weil dies Augenwischerei ist und unsere Probleme in andere Länder verlagert, um uns &quot;sauber&quot; zu halten","Because this is window dressing and our problems are shifting to other countries in order to keep us ""clean"". to keep",375(+),upekiuser_5012
828,"Papiertüten sind leider nicht viel besser als Plastik, da sie auch aufwendig hergestellt werden müssen. Am besten sind wiederverwendbare Tüten, die man auf Dauer benutzt","Unfortunately, paper bags are not much better than plastic, as they also have to be manufactured in a complex manner. Reusable bags that you use over the long term are best",380(-),upekiuser_5012
